RecordId,PropertyAddress,TotalAssessedValue,LotSizeOrArea,SalesPriceFromAssessment,YearBuilt,NumberOfBedrooms,NumberOfBaths,NumberOfPartialBaths
1819,7 Ingreso,91000,1281,57000,1990,1,1,0
1820,7 Galleria,100083,1118,62000,1990,1,1,0
1821,68 Abrigo,187222,1250,108000,1990,1,1,0
1822,76 Abrigo,442545,1222,380000,1990,2,2,0
1823,80 Abrigo,143284,1222,97000,1990,1,1,0
1824,92 Abrigo,209997,1222,145000,1990,2,2,0
1825,88 Abrigo,211981,1222,143500,1990,2,2,0
1826,94 Abrigo,207100,1222,143000,1990,2,2,0
1827,14 Acalla,269777,1367,190000,1990,2,2,0
1828,20 Acalla,182258,1367,107500,1990,1,1,0
1829,143 Timbre,86868,1367,56000,1990,1,1,0
1830,127 Timbre,210880,1367,124500,1990,2,2,0
1831,133 Timbre,453135,1367,390000,1990,2,2,0
1832,111 Timbre,130674,1367,80000,1990,1,1,0
1833,101 Timbre,334091,1367,240000,1990,2,2,0
1834,89 Timbre,161753,1367,110000,1990,1,1,0
1835,73 Timbre,188345,1367,125000,1990,2,2,0
1836,79 Timbre,140330,1367,95000,1990,1,1,0
1837,55 Timbre,186834,1546,124000,1990,2,2,0
1838,57 Timbre,95166,1546,61000,1990,1,1,0
1839,67 Timbre,102524,1546,66000,1990,1,1,0
1840,21 Timbre,234777,1546,141000,1990,2,2,0
1841,23 Timbre,453135,1546,418500,1990,2,2,0
1842,39 Timbre,243024,1546,143000,1990,2,2,0
1843,9 Timbre,206069,1464,139500,1990,2,2,0
1844,13 Timbre,131208,1464,86000,1990,2,2,0
1845,4 Timbre,453135,1154,389000,1990,2,2,0
1846,14 Timbre,209271,1154,144500,1990,2,2,0
1847,24 Abrigo,214197,1274,145000,1990,2,2,0
1862,120 Encantado Cyn,406377,5017,230000,1990,3,2,1
1863,124 Encantado Cyn,647336,3239,592000,1990,3,2,1
1864,130 Encantado Cyn,332382,3239,225000,1990,3,2,1
1865,9 Encantado Cyn,342794,3842,227500,1990,3,2,1
1866,27 Encantado Cyn,198801,3842,127000,1990,2,2,0
1867,35 Encantado Cyn,308472,3389,226000,1990,2,2,1
1868,37 Encantado Cyn,647336,3389,610000,1990,3,2,1
1869,57 Encantado Cyn,485464,6434,342000,1990,3,2,1
1870,75 Encantado Cyn,678702,3231,570000,1989,3,2,1
1871,81 Encantado Cyn,294659,3231,192000,1989,3,2,1
1872,83 Encantado Cyn,452421,3231,325000,1989,2,2,1
1873,171 Encantado Cyn,417617,4090,300000,1990,3,2,1
1874,179 Encantado Cyn,292140,4090,172000,1990,2,2,0
1875,191 Encantado Cyn,339478,4071,234500,1990,2,2,0
1876,219 Encantado Cyn,383800,4980,265000,1989,2,2,1
1877,247 Encantado Cyn,634741,3118,554000,1989,3,2,1
1878,21 Via Ermitas,170840,2646,107000,1990,2,2,0
1879,15 Via Ermitas,355036,2646,265000,1990,1,1,0
1880,11 Via Ermitas,512917,2646,460000,1990,2,2,0
1881,4 Via Solaz,438101,2646,327000,1990,2,1,0
1882,2 Via Solaz,340355,2646,244500,1990,2,1,0
1883,26 Via Solaz,364140,2646,325000,1990,1,1,0
1884,2 Via Ermitas,164773,2646,103500,1996,2,1,0
1885,2 Via Descanso,226207,2646,130500,1990,2,1,0
1886,69 Via Ermitas,506674,2219,445000,1990,2,2,0
1887,62 Via Solaz,459162,2219,336000,1990,2,2,0
1888,66 Via Solaz,276168,2219,194500,1990,2,2,0
1889,3 Via Respiro,323650,2219,232500,1990,2,1,0
1890,2 Via Refresco,292188,2219,210000,1990,2,1,0
1891,60 Via Ermitas,254156,2219,179000,1990,2,1,0
1892,50 Via Contento,501472,2333,430000,1990,2,2,0
1893,26 Via Contento,489340,2333,380000,1990,2,2,0
1894,28 Via Contento,440779,2333,329000,1990,2,2,0
1895,6 Via Contento,453614,2333,390000,1990,2,2,0
1896,86 Via Contento,181322,1632,111000,1990,2,2,0
1897,78 Via Contento,227035,1632,160500,1990,1,1,0
1898,28 Via Jolitas,164356,1632,105000,1990,2,2,0
1899,83 Via Contento,257789,1632,178000,1990,2,2,0
1900,77 Via Contento,313209,1632,225000,1990,2,2,0
1901,75 Via Contento,186823,1632,129000,1990,1,1,0
1902,144 Via Contento,346419,2430,253500,1992,2,2,0
1903,7 Via Pausa,382635,2616,280000,1990,2,2,0
1904,15 Via Pausa,358938,2616,345000,1990,1,1,0
1905,3 Via Alivio,175716,2616,114500,1990,2,1,0
1906,14 Via Alivio,200911,2616,141500,1990,1,1,0
1907,73 Via Pausa,184651,2063,125000,1995,2,2,0
1908,75 Via Pausa,269777,2063,190000,1995,2,2,0
1909,79 Via Pausa,149923,2063,94000,1995,2,1,0
1910,204 Via Contento,505762,2063,377500,1995,2,1,0
1911,198 Via Contento,180260,2063,113000,1995,2,2,0
1912,13 Via Lampara,260898,3311,170000,1990,3,2,1
1913,15 Via Lampara,338752,3311,234000,1990,3,2,1
1914,31 Via Lampara,534765,3311,455000,1990,2,2,0
1915,33 Via Lampara,560168,3311,435000,1990,2,2,0
1916,18 Via Lampara,317608,3311,215000,1990,3,2,1
1917,2 Via Lampara,255072,3311,158000,1990,3,2,1
1918,115 Via Lampara,261215,3352,160000,1990,3,2,1
1919,107 Via Lampara,573422,3352,428000,1990,2,2,1
1920,139 Via Lampara,254918,3352,150000,1990,2,2,0
1921,180 Via Lampara,594456,3352,435000,1990,3,2,1
1922,122 Via Lampara,366336,3352,258000,1990,3,2,1
1923,114 Via Lampara,414612,3275,292000,1990,3,2,1
1924,110 Via Lampara,491961,3275,360000,1990,3,2,1
1925,106 Via Lampara,323734,3275,228000,1990,2,2,0
1926,97 Via Lampara,571179,3275,540000,1990,3,2,1
1927,95 Via Lampara,275319,3275,161500,1990,2,2,1
1928,82 Via Lampara,324996,3275,220000,1990,3,2,1
1929,74 Via Lampara,320563,3275,217000,1990,3,2,1
1930,70 Via Lampara,265121,3275,156000,1990,2,2,0
1931,62 Via Lampara,235510,3275,147500,1990,2,2,1
1932,60 Via Lampara,351991,3275,248000,1990,2,2,1
1933,55 Fuente,361630,3254,240000,1989,3,2,1
1934,73 Fuente,676451,3254,495000,1989,3,2,1
1935,64 Regato,461470,3716,325000,1989,3,2,1
1936,62 Regato,434490,3716,260000,1989,3,2,1
1937,48 Regato,369046,3716,253000,1989,3,2,1
1938,53 Regato,146625,3716,237500,1989,3,2,1
1939,89 Fuente,336456,3547,197000,1992,3,2,1
1940,29 Regato,257698,3150,158000,1990,3,2,1
1941,1 Fuente,248111,3071,5000,1990,3,2,1
1942,3 Fuente,683286,3071,500000,1990,3,2,1
1943,15 Fuente,346412,3071,230000,1990,3,2,1
1944,42 Cascada,713130,3468,650000,1990,3,2,1
1945,38 Cascada,713130,3468,585000,1990,3,2,1
1946,36 Cascada,306787,3468,200000,1990,3,2,1
1947,28 Cascada,461470,3468,325000,1990,3,2,1
1948,33 Cascada,601290,3468,440000,1990,3,2,1
1998,9 Calle Del Norte,366408,6159,299909,1989,2,2,0
1999,5 Calle Del Norte,220833,6159,255000,1989,2,2,0
2000,7 Calle Del Sur,489712,6159,325000,1989,3,2,1
2001,9 Calle Del Sur,427250,6159,295000,1989,2,2,0
2002,19 Calle Del Sur,450536,6159,299000,1989,3,2,1
2003,27 Calle Del Sur,342214,6159,197500,1989,2,2,0
2004,52 Calle Del Sur,833606,6291,610000,1989,2,2,0
2005,16 Vista Sabana,460561,6291,318000,1989,3,2,0
2006,22 Calle Del Norte,382144,6291,249000,1989,2,2,1
2007,63 Calle Del Sur,146957,6291,288000,1989,2,2,1
2008,22 Via Empanada,428409,6391,290000,1993,2,2,1
2009,33 Via Empanada,503928,6391,362000,1993,2,2,1
2010,3 Vista Frondosa,384891,6391,229000,1993,2,2,0
2011,51 Calle Del Norte,774847,5761,567000,1994,2,2,0
2012,43 Calle Del Norte,345486,5761,214000,1994,3,2,1
2013,38 Calle Del Norte,659370,5761,482500,1994,2,2,1
